dist_to_tls,ambulance_speed,queue_length,eta_seconds,phase_index,phase_remaining,should_trigger
118.43499542179747,15.734236503217762,42.25160203158617,7.527215915279822,1,25.889378567898927,0
215.09071465145678,8.44921042157251,95.17841648996304,25.45690116821893,0,17.267478362265702,0
41.0376623892173,3.923369917103867,62.8594926274707,10.459799421490766,7,20.733814967771593,1
117.66310534287298,14.692391800825185,64.66552014031367,8.008437764113024,0,5.054732461018011,1
228.62942774067773,17.119483967351478,88.10469066906221,13.354925193814037,1,25.97390352144261,0
271.65859823939985,13.210211549331753,94.498273241778,20.564288257226423,6,4.524386011812922,1
253.5506477975826,19.33631679284798,50.98664765633305,13.112665173719362,6,25.797155353598377,0
75.01323935288214,10.052001990071114,33.085703511906786,7.462517359922593,7,20.58916498454931,1
271.074800542816,11.570411610664506,8.311884560386185,23.428276336596788,7,21.06618205884747,0
248.5358657681984,7.367707517083222,91.55324704597557,33.73313411151675,0,18.545399170011503,0
207.12179645807228,6.988550275742853,22.385739252924143,29.637305061249794,0,23.281805608148044,0
151.0389504145414,7.0447171605020165,26.723503103280766,21.440030447408077,1,13.512313457238482,0
42.30964343658321,13.743218617374552,18.38661736118744,3.0785833082138563,7,12.709594781878724,1
87.88044039676274,16.36030322392642,71.1332575283647,5.371565501808084,2,29.617929926015393,1
46.63929068592938,18.273349038693357,59.189856841555866,2.552312145254373,5,5.326058085601052,1
185.0389408006343,7.6672352872202705,65.23001746289286,24.133724069881715,0,20.246830604631295,0
46.83414783616914,18.28987089861777,30.151658922835544,2.560660383869006,6,19.130923540230597,1
53.77094166065469,9.367069327033024,28.032575162638917,5.7404231551349465,2,22.430158252524354,1
164.23588575537104,5.622418729007754,93.11636865714135,29.21089546533213,6,14.733080031790047,0
28.22011927913396,14.48735183944401,28.127667106452247,1.9479142628606845,1,20.097247613172197,0
277.72404205561736,11.674498015098225,79.42913428861314,23.78894935751811,6,7.503490396253762,0
85.90436258507502,7.597665131693006,72.58849650767594,11.306679235800004,3,4.646167984674735,0
268.27033713445456,11.110041325648428,84.41764528552895,24.146655198764275,7,23.31782141779904,0
207.71659026316593,11.272690354294896,35.301054623156915,18.426532064195825,1,28.095202735411352,1
162.69981680271042,2.987807863746268,87.62999409693353,54.45457814637015,6,8.158424536638268,0
175.38844898562888,14.438470860681598,30.364493219121623,12.147300824164237,2,2.9955446969699615,0
181.9123077009851,7.0062651198981545,8.135416423687092,25.96423409447421,3,17.36803460213537,0
285.94887630996215,3.5761204135192393,34.36090057263973,79.96063981205866,3,13.174471201538982,0
104.05314846767581,0.05987023996376628,57.492291590228426,208.10629693535162,6,8.76770198095352,0
291.07223267447296,18.231155164518267,31.609221079355297,15.965649463669854,4,8.84066725519515,0
284.32629337887215,8.453656355853614,78.23628285117688,33.63352866620779,4,2.4641316619832807,0
110.02801876692637,9.219263982102854,90.88549801261706,11.934577313386539,2,15.899028911331413,0
295.06377371635864,9.279301692606749,44.48121659557792,31.79805803182902,0,3.958704709505314,0
269.34867795710187,2.316854096458749,83.79519213912921,116.25621068188725,1,27.565936303848275,0
197.17952865444607,0.8777224755974422,67.72485062736351,224.64905951078813,4,10.168185328309399,0
14.51062426648747,18.749619789778812,6.1072906910670905,0.7739156542469094,1,1.748643695116956,1
62.98946473905789,18.83430743707453,8.184986719297992,3.3444003688219412,6,28.314969527077636,0
120.92578477730035,12.655943730945081,65.41367706080341,9.554861126762471,1,22.45063842445849,0
194.09951657064872,13.70218870031282,52.342052232996835,14.165584843114694,7,13.740436443518657,0
260.5528079837665,9.79704339979107,98.6182389760252,26.595044785585316,1,25.32560003579149,0
225.95933173824818,10.823439543510169,67.06274962332971,20.876850730296304,3,7.735733926043453,0
146.90076037153779,17.698897047511625,91.37735276087892,8.29999519050207,4,15.680574807262612,1
264.4802673277739,4.507335460682301,90.11832183250823,58.67774201295815,7,16.694575768630884,1
222.2318349403888,9.816685294001424,71.66672921717041,22.638174524774225,7,6.836958728607186,0
230.3765603336802,17.18722402476194,42.14577634998425,13.403942370319523,2,6.257622828477966,0
297.2685769393922,10.948228936917042,32.61831834561338,27.152206868547754,5,8.893069850305004,0
173.9997262840122,0.6061487794415266,83.37208973290548,287.0577854571057,3,14.14918880518234,0
254.75917686088232,3.0992097451031375,58.712351641184824,82.20133447354151,6,24.578090407326243,0
63.500114666655705,16.82164742080628,88.65900442336769,3.774904626054282,0,11.420632554734386,1
56.609734892854625,13.092251852908127,34.68050783764263,4.323911236116356,6,17.859413090067488,1
113.34206774875783,12.478293917920647,58.125874533572464,9.083138167308443,2,1.6565143401741556,1
60.21693084015616,12.149572950929574,93.46380749529038,4.956300199469061,3,22.86545846602253,1
218.1049015693681,7.230762721444046,42.295312441038476,30.163470987997055,0,1.0210968435060086,0
238.86294153371003,0.05255649351754377,79.51361370751846,477.72588306742006,2,7.745580688916272,0
116.91852428459224,4.159263239391757,14.413084605894133,28.110393008375727,1,24.78203715228821,0
44.685194947719545,3.854364971814772,38.676983725206085,11.593400021659123,3,28.306787684651837,1
42.13776289704734,18.961794219782384,3.0357006187267888,2.222245553803449,1,11.394597605143115,1
275.30611584546193,11.160098556673713,13.956326046612267,24.66878894011465,5,1.9259665596883047,1
253.88044412563235,10.039633923735503,32.40417115044468,25.28781886413341,6,10.19525842816386,1
105.40567493770254,6.685540123009382,15.597329679377768,15.766216790013965,4,15.926346549896603,0
174.43873833111047,10.991476170183885,29.302578504089418,15.870364965563324,4,6.223065770737897,0
44.403748252099476,0.8817552354075642,78.98032321957253,50.358360766154355,4,5.686790333421717,1
215.44074079464818,12.27350988333355,21.45451926019728,17.55331138708737,6,9.520839160422348,0
128.8663164700365,12.756786457530847,20.483756137598007,10.101785186970933,7,14.925087715723782,0
265.51295416847154,16.237775016317702,96.48184629175014,16.351560106089146,6,5.468107182587357,0
59.55952911242234,16.384803170832555,47.22913958995895,3.6350469695264556,7,11.351998380428048,1
20.442178085462704,7.09616105785722,38.479834177548696,2.8807376155630116,1,15.210933159569683,1
102.01242687213671,2.757610065229925,29.982394541679813,36.99305719774818,6,5.352879891418962,0
232.34918227594412,7.527832678001207,64.98824972933778,30.865348927712557,3,3.3202794997236964,0
131.02835109009953,1.6233931640690247,67.1818893549815,80.71264188502421,2,23.433963668496215,0
245.45937838720144,19.46524418655747,93.78217088388658,12.610136098714527,5,20.76649680856764,0
131.8111631968585,1.5951169236022689,34.560693048121614,82.63417010157977,0,5.545529860089816,0
243.15624416266505,12.866270276202869,1.3960101306392025,18.898735915131578,6,29.345673698497183,0
130.99840104627017,19.01517166154734,10.495423380233937,6.889151640485918,1,7.7723935610471315,0
248.00075410236,1.4962808917256876,41.50993703116437,165.7447846014636,1,3.95513712046922,0
257.94139779930464,9.03447160708926,70.8867007560329,28.550800646371016,4,19.078210178647474,0
38.20000029344792,9.787068148613082,40.50922811116904,3.9031096660812783,1,24.598592051375842,1
265.14756331640046,11.283930681417528,55.50227232549393,23.497801502188214,5,10.098772686047612,0
34.26152440573074,18.87686081170659,77.61025596769252,1.8150011671688158,2,5.808150562128471,1
25.86231711552074,13.831095857197653,1.2412788096790472,1.8698675349041183,4,6.592110632905687,1
132.3258925473731,15.18147767255709,94.63799554291745,8.716272249741076,4,5.57247984131164,1
273.2816743046791,15.427285958094778,24.04781285788723,17.714177013830923,6,7.9038797744615374,0
193.36590153186577,8.14441857780137,46.38364798172252,23.742136984327978,6,4.1633868531807,0
127.13458633952804,9.916394083432657,84.89086751160387,12.82064682684728,7,12.660636179030293,0
211.6662341435976,11.399558196671222,55.123620038347745,18.567933115636546,3,27.544974944248285,0
15.568848817862701,12.28054396636532,13.306687842480303,1.2677654068503468,7,5.0731660210498415,1
162.36496585405635,8.528544519164708,44.27691336488762,19.0378282588784,6,1.837847473318932,0
103.8282507203298,0.08701792513573725,10.86485479540029,207.6565014406596,3,23.859847280006992,0
74.69917213412205,16.179450515230386,3.6035951876613237,4.6169165055268495,1,23.471175789589676,1
8.473567114688729,9.827071463670178,6.928068200830461,0.8622677820157068,2,23.682802082685463,1
167.70182601441925,14.636693232267351,39.24233740231947,11.457630719807112,6,9.430847044253959,0
260.9062211519685,1.989006780507041,30.138266903536458,131.17412354193073,3,27.387412991210912,0
72.82592186912271,12.370563159724899,99.97983458691883,5.887033672502767,7,20.283880569400885,1
43.46856765248535,1.1268282481975023,23.53418326083877,38.576036518447744,0,18.008726836367668,1
24.218196552449534,16.25351231167572,98.64346278894499,1.4900284989511083,6,15.970346800867251,1
83.92110433705935,2.337295288416852,77.34063970016336,35.90522119860287,3,5.880267654013325,0
176.68205412382508,3.6198651388725422,92.78218300020585,48.809015625055906,1,25.961028461904444,0
244.57663459359017,17.697767382192747,98.57773418427293,13.819632121488942,0,12.222957230883228,0
209.71605599129038,7.137612470133041,23.31430411744084,29.3818215641205,7,19.949151690187847,0
49.45268497855074,2.8464603501788277,4.147453329301987,17.37339674358854,0,11.447470980991845,1
125.30031173801166,12.461739637417509,57.474726858884885,10.054800965491692,5,6.058075771418329,1
80.64248447492001,5.041652321410732,28.18443529479666,15.995249044137777,0,23.71930878245866,1
221.13901778359474,17.838388434559597,81.97229408647692,12.396804711078394,2,23.302237346926365,0
224.24933347559892,4.6362854759838035,60.11531442796964,48.36831869763456,1,17.48612353139723,0
27.707286548168454,16.786412384091747,2.7513212136690224,1.650578212556381,3,12.211683424852918,1
53.65391712503176,9.819553500379046,31.764501563674653,5.463987453498844,4,12.922900201921594,1
263.48682759848816,16.73871112612936,66.76830731287922,15.741165828901938,2,12.904111534143222,0
233.16685736452249,17.004093913780878,1.2627917713942671,13.712395294144644,1,11.911156552738852,0
210.76951567897675,7.230320605731602,82.44111465956965,29.150784200619828,2,25.61683381444658,0
108.24654414668362,16.808467487955838,22.223957035397866,6.440000804609227,1,17.836453201918356,0
278.5650122698697,13.392484952391424,48.53039962681534,20.80009895550623,1,4.01636686149148,0
271.6154704181448,15.85298864955309,53.60939686563354,17.13339209548995,1,2.901856423599928,0
249.0796900199301,18.11303502584041,12.287851344713419,13.751405530027858,3,27.33999135044322,0
102.60456551421863,0.8242033445069419,72.56210638623308,124.489382623895,6,17.017114054947513,0
233.89211727615447,11.985860630465163,78.6562995134594,19.51400274767564,6,22.610611649217574,0
118.63906499645763,4.479677445805059,41.0467489031228,26.483840953226615,7,8.435838027845108,0
156.41983462920268,17.48078126004138,3.421756341310922,8.948103194149368,4,15.483723578284566,0
219.2409329410059,15.392655803456316,32.20510650056085,14.243216748325967,4,28.685555080086736,0
269.0601272530002,7.029815921352556,53.34657478837924,38.27413551978645,6,0.43181698754411246,0
75.68592004990859,6.3366816490486215,61.858282636212614,11.944093808353452,2,28.554803658964115,0
267.6336712605361,19.087787294365842,35.44782212637265,14.021199373881004,3,2.45822298996371,0
243.07613520656852,10.84499910505755,16.06971646873021,22.41366115864503,7,29.73850502490896,0
234.4320256291557,1.4299799858979445,23.377229458200844,163.94077395562007,4,5.279170614721982,0
64.66291688794546,5.790777134662191,89.05147481984154,11.166535230805012,6,21.32255465343266,1
276.2373997979079,1.4684269132441807,4.167802546598742,188.11790856353855,0,18.820629594764096,0
280.9827171491028,15.94000248890568,0.9991913366267702,17.6275202807947,3,21.351365062178342,0
295.6160630509837,16.42693232476699,38.68819633066867,17.995816699462594,5,27.31280269804032,1
75.95188385738798,6.1153324162623734,50.77240064012803,12.419910920199653,1,17.7001584162725,1
51.07043440582741,8.954041605739482,60.60610792139393,5.703618170937647,5,20.666729251151708,1
178.77872803862712,13.305234456717766,74.03657838327783,13.43672136107022,7,28.71326931834797,0
235.2045079920541,17.085207489871078,9.095788602177668,13.766558476477064,3,11.425831104995826,0
211.9298389248324,19.6330991585986,80.71701891333079,10.794517829958327,0,0.04873546600439593,0
206.5589002494829,14.695028199423849,37.08387751438582,14.056379984189585,0,7.572149005615372,0
